Date (UTC), Q (cms)
07/27/2022 05:15,1.16949
07/27/2022 05:30,1.16949
07/27/2022 05:45,1.144
07/27/2022 06:00,1.12135
07/27/2022 06:15,1.12135
07/27/2022 06:30,1.09869
07/27/2022 06:45,1.09869
07/27/2022 07:00,1.09869
07/27/2022 07:15,1.07887
07/27/2022 07:30,1.05622
07/27/2022 07:45,1.05622
07/27/2022 08:00,1.03356
07/27/2022 08:15,1.03356
07/27/2022 08:30,1.03356
07/27/2022 08:45,0.99109
07/27/2022 09:00,0.99109
07/27/2022 09:15,0.971268
07/27/2022 09:30,0.971268
07/27/2022 09:45,0.948614
07/27/2022 10:00,0.948614
07/27/2022 10:15,0.948614
07/27/2022 10:30,0.971268
07/27/2022 10:45,0.948614
07/27/2022 11:00,0.971268
07/27/2022 11:15,1.01091
07/27/2022 11:30,1.05622
07/27/2022 11:45,1.144
07/27/2022 12:00,1.23745
07/27/2022 12:15,1.33656
07/27/2022 12:30,1.41301
07/27/2022 12:45,1.48947
07/27/2022 13:00,1.54327
07/27/2022 13:15,1.59707
07/27/2022 13:30,1.6537
07/27/2022 13:45,1.6537
07/27/2022 14:00,1.68202
07/27/2022 14:15,1.71034
07/27/2022 14:30,1.68202
07/27/2022 14:45,1.68202
07/27/2022 15:00,1.62539
07/27/2022 15:15,1.62539
07/27/2022 15:30,1.59707
07/27/2022 15:45,1.57158
07/27/2022 16:00,1.54327
07/27/2022 16:15,1.54327
07/27/2022 16:30,1.48947
07/27/2022 16:45,1.46398
07/27/2022 17:00,1.4385
07/27/2022 17:15,1.41301
07/27/2022 17:30,1.38469
07/27/2022 17:45,1.33656
07/27/2022 18:00,1.31107
07/27/2022 18:15,1.33656
07/27/2022 18:30,1.36204
07/27/2022 18:45,1.36204
07/27/2022 19:00,1.33656
07/27/2022 19:15,1.33656
07/27/2022 19:30,1.33656
07/27/2022 19:45,1.36204
07/27/2022 20:00,1.38469
07/27/2022 20:15,1.38469
07/27/2022 20:30,1.4385
07/27/2022 20:45,1.46398
07/27/2022 21:00,1.48947
07/27/2022 21:15,1.51495
07/27/2022 21:30,1.48947
07/27/2022 21:45,1.48947
07/27/2022 22:00,1.46398
07/27/2022 22:15,1.4385
07/27/2022 22:30,1.41018
07/27/2022 22:45,1.35921
07/27/2022 23:00,1.33656
07/27/2022 23:15,1.31107
07/27/2022 23:30,1.28558
07/27/2022 23:45,1.28558
07/28/2022 00:00,1.28558
07/28/2022 00:15,1.28558
07/28/2022 00:30,1.33656
07/28/2022 00:45,1.38469
07/28/2022 01:00,1.4385
07/28/2022 01:15,1.51495
07/28/2022 01:30,1.62539
07/28/2022 01:45,1.73865
07/28/2022 02:00,1.8859
07/28/2022 02:15,1.97652
07/28/2022 02:30,2.06996
07/28/2022 02:45,2.16624
07/28/2022 03:00,2.26535
07/28/2022 03:15,2.39844
07/28/2022 03:30,2.53719
07/28/2022 03:45,2.64479
07/28/2022 04:00,2.68161
07/28/2022 04:15,2.71842
07/28/2022 04:30,2.75523
07/28/2022 04:45,2.79204
07/28/2022 05:00,2.86
07/28/2022 05:15,2.86
07/28/2022 05:30,2.94495
07/28/2022 05:45,3.14317
07/28/2022 06:00,3.51129
07/28/2022 06:15,3.90772
07/28/2022 06:30,4.27584
07/28/2022 06:45,4.55901
07/28/2022 07:00,4.75723
07/28/2022 07:15,4.89881
07/28/2022 07:30,5.0404
07/28/2022 07:45,5.15367
07/28/2022 08:00,5.26693
07/28/2022 08:15,5.32357
07/28/2022 08:30,5.46515
07/28/2022 08:45,5.57842
07/28/2022 09:00,5.57842
07/28/2022 09:15,5.69169
07/28/2022 09:30,5.86159
07/28/2022 09:45,5.97485
07/28/2022 10:00,5.97485
07/28/2022 10:15,5.97485
07/28/2022 10:30,5.80495
07/28/2022 10:45,5.69169
07/28/2022 11:00,5.52179
07/28/2022 11:15,5.3802
07/28/2022 11:30,5.15367
07/28/2022 11:45,5.0404
07/28/2022 12:00,4.89881
07/28/2022 12:15,4.78555
07/28/2022 12:30,4.7006
07/28/2022 12:45,4.58733
07/28/2022 13:00,4.50238
07/28/2022 13:15,4.44574
07/28/2022 13:30,4.36079
07/28/2022 13:45,4.30416
07/28/2022 14:00,4.27584
07/28/2022 14:15,4.21921
07/28/2022 14:30,4.21921
07/28/2022 14:45,4.16258
07/28/2022 15:00,4.13426
07/28/2022 15:15,4.16258
07/28/2022 15:30,4.13426
07/28/2022 15:45,4.21921
07/28/2022 16:00,4.30416
07/28/2022 16:15,4.44574
07/28/2022 16:30,4.55901
07/28/2022 16:45,4.58733
07/28/2022 17:00,4.75723
07/28/2022 17:15,4.75723
07/28/2022 17:30,4.78555
07/28/2022 17:45,4.78555
07/28/2022 18:00,4.7006
07/28/2022 18:15,4.64396
07/28/2022 18:30,4.58733
07/28/2022 18:45,4.50238
07/28/2022 19:00,4.41743
07/28/2022 19:15,4.36079
07/28/2022 19:30,4.21921
07/28/2022 19:45,4.16258
07/28/2022 20:00,4.07763
07/28/2022 20:15,3.99268
07/28/2022 20:30,3.90772
07/28/2022 20:45,3.85109
07/28/2022 21:00,3.70951
07/28/2022 21:15,3.68119
07/28/2022 21:30,3.59624
07/28/2022 21:45,3.53961
07/28/2022 22:00,3.45466
07/28/2022 22:15,3.42634
07/28/2022 22:30,3.34139
07/28/2022 22:45,3.25644
07/28/2022 23:00,3.22812
07/28/2022 23:15,3.17149
07/28/2022 23:30,3.14317
07/28/2022 23:45,3.05822
07/29/2022 00:00,3.0299
07/29/2022 00:15,2.94495
07/29/2022 00:30,2.91664
07/29/2022 00:45,2.86
07/29/2022 01:00,2.82885
07/29/2022 01:15,2.75523
07/29/2022 01:30,2.71842
07/29/2022 01:45,2.68161
07/29/2022 02:00,2.64479
07/29/2022 02:15,2.60798
07/29/2022 02:30,2.53719
07/29/2022 02:45,2.50321
07/29/2022 03:00,2.50321
07/29/2022 03:15,2.43242
07/29/2022 03:30,2.39844
07/29/2022 03:45,2.36446
07/29/2022 04:00,2.36446
07/29/2022 04:15,2.2965
07/29/2022 04:30,2.26252
07/29/2022 04:45,2.22854
07/29/2022 05:00,2.22854
07/29/2022 05:15,2.16341
07/29/2022 05:30,2.13226
07/29/2022 05:45,2.13226
07/29/2022 06:00,2.06713
07/29/2022 06:15,2.10111
07/29/2022 06:30,2.10111
07/29/2022 06:45,2.06713
07/29/2022 07:00,2.06713
07/29/2022 07:15,2.06713
07/29/2022 07:30,2.10111
07/29/2022 07:45,2.16341
07/29/2022 08:00,2.2965
07/29/2022 08:15,2.43242
07/29/2022 08:30,2.75523
07/29/2022 08:45,3.3697
07/29/2022 09:00,4.21921
07/29/2022 09:15,5.40852
07/29/2022 09:30,7.27743
07/29/2022 09:45,9.20298
07/29/2022 10:00,10.9303
07/29/2022 10:15,12.3178
07/29/2022 10:30,13.5355
07/29/2022 10:45,14.6115
07/29/2022 11:00,15.1778
07/29/2022 11:15,15.461
07/29/2022 11:30,15.6026
07/29/2022 11:45,15.6026
07/29/2022 12:00,15.5459
07/29/2022 12:15,15.2345
07/29/2022 12:30,14.7814
07/29/2022 12:45,14.385
07/29/2022 13:00,13.9319
07/29/2022 13:15,13.3656
07/29/2022 13:30,12.9125
07/29/2022 13:45,12.3745
07/29/2022 14:00,11.8931
07/29/2022 14:15,11.4966
07/29/2022 14:30,11.0719
07/29/2022 14:45,10.7604
07/29/2022 15:00,10.3923
07/29/2022 15:15,10.0242
07/29/2022 15:30,9.76931
07/29/2022 15:45,9.51446
07/29/2022 16:00,9.20298
07/29/2022 16:15,8.94812
07/29/2022 16:30,8.66496
07/29/2022 16:45,8.4101
07/29/2022 17:00,8.0703
07/29/2022 17:15,7.87208
07/29/2022 17:30,7.7305
07/29/2022 17:45,7.47565
07/29/2022 18:00,7.33406
07/29/2022 18:15,7.02258
07/29/2022 18:30,6.90931
07/29/2022 18:45,6.73941
07/29/2022 19:00,6.59783
07/29/2022 19:15,6.42792
07/29/2022 19:30,6.42792
07/29/2022 19:45,6.14476
07/29/2022 20:00,6.08812
07/29/2022 20:15,5.91822
07/29/2022 20:30,5.74832
07/29/2022 20:45,5.69169
07/29/2022 21:00,5.63505
07/29/2022 21:15,5.40852
07/29/2022 21:30,5.35188
07/29/2022 21:45,5.26693
07/29/2022 22:00,5.15367
07/29/2022 22:15,5.0404
07/29/2022 22:30,4.89881
07/29/2022 22:45,4.78555
07/29/2022 23:00,4.7006
07/29/2022 23:15,4.64396
07/29/2022 23:30,4.55901
07/29/2022 23:45,4.75723
07/30/2022 00:00,4.78555
07/30/2022 00:15,4.84218
07/30/2022 00:30,5.01208
07/30/2022 00:45,5.32357
07/30/2022 01:00,5.52179
07/30/2022 01:15,5.63505
07/30/2022 01:30,5.69169
07/30/2022 01:45,5.69169
07/30/2022 02:00,5.63505
07/30/2022 02:15,5.52179
07/30/2022 02:30,5.52179
07/30/2022 02:45,5.35188
07/30/2022 03:00,5.26693
07/30/2022 03:15,5.15367
07/30/2022 03:30,5.09703
07/30/2022 03:45,5.09703
07/30/2022 04:00,5.01208
07/30/2022 04:15,4.89881
07/30/2022 04:30,4.78555
07/30/2022 04:45,4.75723
07/30/2022 05:00,4.64396
07/30/2022 05:15,4.55901
07/30/2022 05:30,4.50238
07/30/2022 05:45,4.41743
07/30/2022 06:00,4.36079
07/30/2022 06:15,4.27584
07/30/2022 06:30,4.21921
07/30/2022 06:45,4.16258
07/30/2022 07:00,4.07763
07/30/2022 07:15,4.02099
07/30/2022 07:30,3.99268
07/30/2022 07:45,3.90772
07/30/2022 08:00,3.85109
07/30/2022 08:15,3.76614
07/30/2022 08:30,3.70951
07/30/2022 08:45,3.68119
07/30/2022 09:00,3.62456
07/30/2022 09:15,3.53961
07/30/2022 09:30,3.53961
07/30/2022 09:45,3.51129
07/30/2022 10:00,3.42634
07/30/2022 10:15,3.42634
07/30/2022 10:30,3.34139
07/30/2022 10:45,3.28475
07/30/2022 11:00,3.28475
07/30/2022 11:15,3.22812
07/30/2022 11:30,3.17149
07/30/2022 11:45,3.17149
07/30/2022 12:00,3.08654
07/30/2022 12:15,3.05822
07/30/2022 12:30,3.0299
07/30/2022 12:45,2.94495
07/30/2022 13:00,2.94495
07/30/2022 13:15,2.88832
07/30/2022 13:30,2.86
07/30/2022 13:45,2.86
07/30/2022 14:00,2.82602
07/30/2022 14:15,2.78921
07/30/2022 14:30,2.7524
07/30/2022 14:45,2.7524
07/30/2022 15:00,2.67877
07/30/2022 15:15,2.67877
07/30/2022 15:30,2.67877
07/30/2022 15:45,2.64196
07/30/2022 16:00,2.60515
07/30/2022 16:15,2.60515
07/30/2022 16:30,2.57117
07/30/2022 16:45,2.53436
07/30/2022 17:00,2.53436
07/30/2022 17:15,2.50038
07/30/2022 17:30,2.46357
07/30/2022 17:45,2.46357
07/30/2022 18:00,2.42959
07/30/2022 18:15,2.39561
07/30/2022 18:30,2.42959
07/30/2022 18:45,2.39561
07/30/2022 19:00,2.36163
07/30/2022 19:15,2.32764
07/30/2022 19:30,2.29366
07/30/2022 19:45,2.29366
07/30/2022 20:00,2.25968
07/30/2022 20:15,2.25968
07/30/2022 20:30,2.22854
07/30/2022 20:45,2.22854
07/30/2022 21:00,2.19456
07/30/2022 21:15,2.16341
07/30/2022 21:30,2.16341
07/30/2022 21:45,2.12943
07/30/2022 22:00,2.09828
07/30/2022 22:15,2.09828
07/30/2022 22:30,2.06713
07/30/2022 22:45,2.06713
07/30/2022 23:00,2.03598
07/30/2022 23:15,2.03598
07/30/2022 23:30,2.00483
07/30/2022 23:45,1.97368
07/31/2022 00:00,1.94254
07/31/2022 00:15,1.97368
07/31/2022 00:30,1.94254
07/31/2022 00:45,1.91139
07/31/2022 01:00,1.88024
07/31/2022 01:15,1.88024
07/31/2022 01:30,1.88024
07/31/2022 01:45,1.85192
07/31/2022 02:00,1.82077
07/31/2022 02:15,1.82077
07/31/2022 02:30,1.79246
07/31/2022 02:45,1.79246
07/31/2022 03:00,1.76414
07/31/2022 03:15,1.76414
07/31/2022 03:30,1.76414
07/31/2022 03:45,1.70467
07/31/2022 04:00,1.70467
07/31/2022 04:15,1.70467
07/31/2022 04:30,1.67636
07/31/2022 04:45,1.67636
07/31/2022 05:00,1.67636
07/31/2022 05:15,1.64804
07/31/2022 05:30,1.64804
07/31/2022 05:45,1.62256
07/31/2022 06:00,1.62256
07/31/2022 06:15,1.59424
07/31/2022 06:30,1.59424
07/31/2022 06:45,1.59424
07/31/2022 07:00,1.56592
07/31/2022 07:15,1.56592
07/31/2022 07:30,1.54044
07/31/2022 07:45,1.54044
07/31/2022 08:00,1.54044
07/31/2022 08:15,1.51212
07/31/2022 08:30,1.51212
07/31/2022 08:45,1.51212
07/31/2022 09:00,1.51212
07/31/2022 09:15,1.48663
07/31/2022 09:30,1.48663
07/31/2022 09:45,1.48663
07/31/2022 10:00,1.46115
07/31/2022 10:15,1.46115
07/31/2022 10:30,1.46115
07/31/2022 10:45,1.43283
07/31/2022 11:00,1.43283
07/31/2022 11:15,1.43283
07/31/2022 11:30,1.40735
07/31/2022 11:45,1.40735
07/31/2022 12:00,1.40735
07/31/2022 12:15,1.40735
07/31/2022 12:30,1.38186
07/31/2022 12:45,1.38186
07/31/2022 13:00,1.38186
07/31/2022 13:15,1.35638
07/31/2022 13:30,1.35638
07/31/2022 13:45,1.35638
07/31/2022 14:00,1.35638
07/31/2022 14:15,1.35638
07/31/2022 14:30,1.35638
07/31/2022 14:45,1.38186
07/31/2022 15:00,1.43283
07/31/2022 15:15,1.45832
07/31/2022 15:30,1.48663
07/31/2022 15:45,1.48663
07/31/2022 16:00,1.54044
07/31/2022 16:15,1.56592
07/31/2022 16:30,1.56592
07/31/2022 16:45,1.59424
07/31/2022 17:00,1.64804
07/31/2022 17:15,1.64804
07/31/2022 17:30,1.67636
07/31/2022 17:45,1.67636
07/31/2022 18:00,1.73299
07/31/2022 18:15,1.76131
07/31/2022 18:30,1.76131
07/31/2022 18:45,1.76131
07/31/2022 19:00,1.76131
07/31/2022 19:15,1.73299
07/31/2022 19:30,1.73299
07/31/2022 19:45,1.73299
07/31/2022 20:00,1.70467
07/31/2022 20:15,1.70467
07/31/2022 20:30,1.70467
07/31/2022 20:45,1.67636
07/31/2022 21:00,1.70467
07/31/2022 21:15,1.67636
07/31/2022 21:30,1.67636
07/31/2022 21:45,1.70467
07/31/2022 22:00,1.70467
07/31/2022 22:15,1.73299
07/31/2022 22:30,1.73299
07/31/2022 22:45,1.73299
07/31/2022 23:00,1.73299
07/31/2022 23:15,1.73299
07/31/2022 23:30,1.73299
07/31/2022 23:45,1.73299
08/01/2022 00:00,1.70467
08/01/2022 00:15,1.73299
08/01/2022 00:30,1.76131
08/01/2022 00:45,1.76131
08/01/2022 01:00,1.76131
08/01/2022 01:15,1.76131
08/01/2022 01:30,1.79246
08/01/2022 01:45,1.79246
08/01/2022 02:00,1.82077
08/01/2022 02:15,1.82077
08/01/2022 02:30,1.79246
08/01/2022 02:45,1.79246
08/01/2022 03:00,1.79246
08/01/2022 03:15,1.76131
08/01/2022 03:30,1.73299
08/01/2022 03:45,1.73299
